College Code,College Name,College Type,Choice Code,Course Name,Stage,Category,Number,Percent,Group
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,GOPEN,1432,91.37%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,GSC,2087,90.26%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,GSEBC,2895,89.21%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,LOPEN,1270,91.68%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,LST,7466,85.05%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,LOBC,1376,91.48%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100219110,Civil Engineering,Stage-I,EWS,6296,85.95%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GOPEN,658,93.21%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GSC,2779,89.37%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GST,27871,73.60%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GOBC,1094,92.05%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,LOPEN,396,94.16%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,LSEBC,2806,89.31%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,EWS,3001,89.09%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,GOPEN,1320,91.58%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,GST,33650,70.80%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,GSEBC,1794,90.74%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,LOPEN,1244,91.74%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,LSC,5634,86.51%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,LOBC,1512,91.20%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100224610,Information Technology,Stage-I,EWS,3559,88.51%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,GOPEN,1390,91.44%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,GSC,2393,89.89%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,GNTA,4219,87.83%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,GOBC,1500,91.22%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,GSEBC,1716,90.89%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,LOPEN,2839,89.28%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,LST,13793,80.94%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100229310,Electrical Engineering,Stage-I,EWS,6107,86.11%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,1991,90.41%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GSC,8926,84.00%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GST,36099,69.59%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GOBC,2793,89.35%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,LOPEN,2744,89.41%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,LOBC,4829,87.24%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,LSEBC,3299,88.76%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,EWS,195,95.26%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GOPEN,10385,83.06%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GOBC,11545,82.32%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GSEBC,11743,82.18%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,LSC,35813,69.72%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GOPEN,4135,87.89%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GSC,5864,86.31%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GST,29646,72.77%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LOPEN,3247,88.82%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LOBC,4775,87.28%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LSEBC,22554,76.21%,Eng
1002,"Government College of Engineering, Amravati (Government Autonomous)",Government Autonomous,100261210,Mechanical Engineering,Stage-I,EWS,8960,84.00%,Eng
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",University Department,100550310,Food Technology,Stage-I,GOPEN,20584,77.18%,Eng
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",University Department,100550310,Food Technology,Stage-I,LOPEN,32141,71.54%,Eng
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",University Department,100552710,Petro Chemical Engineering,Stage-I,GOPEN,21254,76.83%,Eng
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",University Department,100552710,Petro Chemical Engineering,Stage-I,LOPEN,8451,84.33%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GOPEN,6501,85.80%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GSC,13781,80.95%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GST,13512,81.11%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GNTB,14508,80.53%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GNTC,10232,83.16%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GOBC,8306,84.42%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,GSEBC,27526,73.74%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,LOPEN,6287,85.95%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,LOBC,13075,81.37%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,DEFR-OBC,16811,79.26%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101219110,Civil Engineering,Stage-I,EWS,14994,80.26%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,GOPEN,4118,87.89%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,GSC,6068,86.13%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,GOBC,4233,87.80%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,LOPEN,2342,89.94%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,LOBC,3622,88.46%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,LSEBC,2838,89.28%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101224510,Computer Engineering,Stage-I,EWS,6598,85.71%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,GOPEN,5218,86.89%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,GSC,5461,86.67%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,GOBC,5986,86.22%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,GSEBC,5219,86.89%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,LOPEN,5149,86.95%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,LST,20637,77.17%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,LOBC,9594,83.56%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101229310,Electrical Engineering,Stage-I,EWS,16733,79.30%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,PWDR-OBC,27482,73.76%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,6981,85.41%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GOBC,7516,85.00%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LOPEN,6559,85.76%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LSC,13998,80.82%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LNTA,18513,78.29%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LSEBC,13220,81.29%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101237210,Electronics and Telecommunication Engg,Stage-I,EWS,17947,78.59%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GOPEN,15915,79.74%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GSC,22435,76.26%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GST,31631,71.79%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GNTA,32356,71.44%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GNTB,21884,76.51%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GOBC,18876,78.10%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,GSEBC,30573,72.31%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,LOPEN,43531,65.03%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,LOBC,47025,60.92%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,PWD-O,35546,69.85%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,DEF-O,7575,84.95%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-I,EWS,43832,64.77%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-II,LSC,27270,73.85%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-II,LNTC,36726,69.28%,Eng
1012,"Government College of Engineering,Yavatmal (Government)",Government,101261210,Mechanical Engineering,Stage-II,LNTD,29313,72.92%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GOPEN,2224,90.11%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GSC,7509,85.00%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GST,43392,65.15%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GOBC,2732,89.42%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,LOPEN,1033,92.17%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,LNTB,6780,85.55%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,LSEBC,2648,89.54%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124210,Computer Science and Engineering,Stage-I,EWS,8219,84.47%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,GOPEN,3506,88.56%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,GSC,9622,83.54%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,GOBC,3685,88.35%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,GSEBC,6457,85.83%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,LOPEN,3000,89.09%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,LOBC,3038,89.06%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-I,EWS,11751,82.17%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110124610,Information Technology,Stage-II,LST,45674,62.89%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GOPEN,3717,88.33%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GST,23935,75.50%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GOBC,5674,86.50%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GSEBC,17923,78.61%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,LOPEN,3236,88.83%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,LSC,19964,77.50%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,EWS,14268,80.67%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GOPEN,7338,85.13%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GSC,12487,81.73%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GNTA,31058,72.06%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GOBC,7767,84.80%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,LOPEN,6759,85.58%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,LOBC,7525,85.00%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,EWS,28283,73.41%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-II,LSEBC,24725,75.12%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,GOPEN,15995,79.69%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,GSC,20043,77.44%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,GNTB,27411,73.79%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,GOBC,16394,79.47%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,LOPEN,28772,73.18%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,LOBC,35439,69.90%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-I,EWS,38372,68.36%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-II,LST,41595,66.46%,Eng
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Un-Aided,110161210,Mechanical Engineering,Stage-II,LSEBC,43606,64.97%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GOPEN,11002,82.68%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GSC,19097,77.95%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GST,34154,70.53%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GNTA,19085,77.95%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GNTC,33352,70.95%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GOBC,15827,79.79%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,GSEBC,23377,75.79%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,LOPEN,13634,81.05%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,LSC,27044,73.95%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,LOBC,14612,80.47%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,DEFR-OBC,45488,63.11%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110519110,Civil Engineering,Stage-I,EWS,47471,60.00%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,PWDR-OBC,46273,62.11%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GOPEN,4959,87.12%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GSC,14298,80.63%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GNTB,9842,83.41%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GNTD,22936,76.00%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GOBC,5411,86.69%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,GSEBC,13850,80.91%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,LOPEN,3639,88.41%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,LSC,11234,82.51%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,LNTC,15024,80.25%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,LOBC,4529,87.53%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-I,EWS,20211,77.37%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524210,Computer Science and Engineering,Stage-II,LST,29034,73.06%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,GOPEN,7327,85.14%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,GSC,17077,79.11%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,GNTC,14985,80.26%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,GOBC,7687,84.86%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,GSEBC,17126,79.09%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,LOPEN,6090,86.11%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,LNTA,22923,76.00%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,LOBC,7301,85.16%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110524610,Information Technology,Stage-I,EWS,25694,74.97%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,Stage-I,GOPEN,7849,84.74%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,Stage-I,GSC,12696,81.60%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,Stage-I,LOPEN,7688,84.86%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,Stage-I,LOBC,8833,84.06%,Eng
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,Stage-I,EWS,31027,72.06%,Eng
